index,Inference Time
0,4.765363693237305
1,3.5389082431793213
2,3.275942087173462
3,4.520228624343872
4,2.7184252738952637
5,0.8104403018951416
6,1.596682071685791
7,1.0655324459075928
8,0.9092273712158203
9,0.7525217533111572
10,0.77553391456604
11,1.0130445957183838
12,0.5441348552703857
13,0.4691019058227539
14,0.5594172477722168
15,0.7987215518951416
16,0.6530582904815674
17,0.5636489391326904
18,1.0226614475250244
19,0.7168538570404053
20,0.9279327392578125
21,1.020963191986084
22,1.2634072303771973
23,0.7609026432037354
24,1.1989009380340576
25,0.7651607990264893
26,0.5980114936828613
27,0.7152655124664307
28,0.9754042625427246
29,0.9387493133544922
30,0.9259402751922607
31,0.8816418647766113
32,2.0148181915283203
33,1.0850269794464111
34,0.8462786674499512
35,1.0427217483520508
36,0.7870664596557617
37,0.8634095191955566
38,2.0528883934020996
39,1.4367926120758057
40,1.4117906093597412
41,0.8694853782653809
42,0.9516370296478271
43,0.9342324733734131
44,3.7609026432037354
45,3.6073408126831055
46,1.208510398864746
47,3.469738721847534
48,1.7434675693511963
49,3.2617626190185547
50,2.6339361667633057
51,2.810326099395752
52,0.7801921367645264
53,0.7780594825744629
54,2.2663326263427734
55,1.1695680618286133
56,0.7631754875183105
57,0.5446209907531738
58,0.6984832286834717
59,0.568422794342041
60,0.5806698799133301
61,0.5745952129364014
62,0.5248699188232422
63,0.7036833763122559
64,0.6249740123748779
65,1.035677433013916
66,0.5882043838500977
67,0.5573909282684326
68,0.5677297115325928
69,0.5417413711547852
70,0.5929818153381348
71,0.6374678611755371
72,0.6286582946777344
73,0.8480470180511475
74,0.802008867263794
75,0.7116532325744629
76,0.6751482486724854
77,0.8914871215820312
78,0.7388758659362793
79,0.7590925693511963
80,0.5768835544586182
81,0.7321021556854248
82,0.7716093063354492
83,0.7261006832122803
84,0.5869367122650146
85,1.1294200420379639
86,0.7846829891204834
87,0.5064518451690674
88,0.7011864185333252
89,0.5339865684509277
90,0.5587801933288574
91,1.18501877784729
92,0.6025195121765137
93,0.5383987426757812
94,0.8929274082183838
95,1.0541918277740479
96,1.148167371749878
97,0.9438071250915527
98,0.5870652198791504
99,0.8330185413360596
