index,Inference Time
0,2.436880111694336
1,0.37264418601989746
2,0.49724698066711426
3,0.45922422409057617
4,0.44095611572265625
5,0.3388347625732422
6,0.373183012008667
7,0.36153101921081543
8,0.36875295639038086
9,0.35013890266418457
10,0.3423030376434326
11,0.34391093254089355
12,0.3744499683380127
13,0.34721994400024414
14,0.3537259101867676
15,0.3621861934661865
16,0.46093106269836426
17,0.3800680637359619
18,0.3640410900115967
19,0.4832770824432373
20,0.3522822856903076
21,0.3717818260192871
22,0.3670010566711426
23,0.416550874710083
24,0.5043768882751465
25,0.3342130184173584
26,0.3430347442626953
27,0.3744070529937744
28,0.3957068920135498
29,0.36995482444763184
30,0.3493008613586426
31,0.34395384788513184
32,0.34778499603271484
33,0.44271373748779297
34,0.3681058883666992
35,0.3486490249633789
36,0.5144808292388916
37,0.34583592414855957
38,0.36278295516967773
39,0.34371423721313477
40,0.36164402961730957
41,0.47743725776672363
42,0.3506150245666504
43,0.34226322174072266
44,0.3373110294342041
45,0.36669421195983887
46,0.4121980667114258
47,0.5030856132507324
48,0.34454822540283203
49,0.3999478816986084
50,0.3465592861175537
51,0.33223509788513184
52,0.3523118495941162
53,0.36291003227233887
54,0.3422539234161377
55,0.35880112648010254
56,0.3436751365661621
57,0.350618839263916
58,0.344681978225708
59,0.35080432891845703
60,0.381000280380249
61,0.45842814445495605
62,0.3396728038787842
63,0.3950788974761963
64,0.3691840171813965
65,0.4058399200439453
66,0.37006306648254395
67,0.3465588092803955
68,0.5225539207458496
69,0.41581296920776367
70,0.45211100578308105
71,0.3492748737335205
72,0.38120412826538086
73,0.33962106704711914
74,0.3412191867828369
75,0.3358891010284424
76,0.3621680736541748
77,0.337846040725708
78,0.35337185859680176
79,0.37204694747924805
80,0.3441951274871826
81,0.35695481300354004
82,0.3901240825653076
83,0.3444652557373047
84,0.34728407859802246
85,0.35109806060791016
86,0.4709329605102539
87,0.3442859649658203
88,0.3350651264190674
89,0.3503706455230713
90,0.3453807830810547
91,0.34217190742492676
92,0.3902878761291504
93,0.5119609832763672
94,0.3452620506286621
95,0.34078407287597656
96,0.33825206756591797
97,0.4375
98,0.36434412002563477
99,0.3464961051940918
